land_type_code,dryness_index,ndvi_p90,ndvi_p50,ndvi_p10,swir_b12,swir_b11,avg_frp,max_frp,activity_ratio,frp_trend,frp_early_avg,frp_early_max,frp_early_trend,persistence_days,dist_refinery_km,dist_power_km,dist_steel_km,dist_mining_km,dist_flare_km,dist_oilgas_km,nearest_industrial_code,persistence_class,persistence_days,behavior_class,behavior_cat,firetype_class,firetype_cat,lat,lon
10,0.37,0.76,0.68,0.472,0.196,0.1,2.31,2.31,0.1,0,2.31,2.31,0,1,100,10.25,100,8.05,100,100,6,0,1,0,forest,3,wildfire,13.57,79.58
40,0.672,0.736,0.384,0.184,0.268,0.176,4.3,4.3,0.1,0,4.3,4.3,0,1,100,14.49,100,37.96,100,100,6,0,1,3,crop,1,agricultural_burn,14.55,79.81
40,0.804,0.464,0.304,0.16,0.344,0.252,5.27,5.27,0.1,0,5.27,5.27,0,1,100,6.18,100,26.2,100,100,6,0,1,3,crop,1,agricultural_burn,14.65,77.67
40,0.648,0.32,0.144,0.08,0.22,0.172,1.44,1.44,0.1,0,1.44,1.44,0,1,39.69,14.01,100,15.82,43.36,100,6,0,1,3,crop,1,agricultural_burn,22.07,95.92
50,0.533,0.424,0.208,0.008,0.132,0.096,2.54,3.21,0.2,1.35,2.54,3.21,1.35,2,100,0.94,100,3.45,100,100,6,1,2,4,other,0,industrial_fire,23.69,87.12
80,0.624,0.504,0.264,0.12,0.22,0.168,3.31,3.58,0.2,0.55,3.31,3.58,0.55,2,100,5.99,100,1.33,100,100,3,1,2,4,other,2,mining_activity,25.04,87.39
40,0.571,0.528,0.368,0.208,0.22,0.152,2.53,2.53,0.1,0,2.53,2.53,0,1,100,9.76,100,9.44,100,100,6,0,1,3,crop,1,agricultural_burn,26.67,86.18
10,0.283,0.872,0.752,0.544,0.172,0.084,4.26,4.26,0.1,0,4.26,4.26,0,1,100,13.88,100,100,100,100,1,0,1,0,forest,3,wildfire,28.27,94.83
10,0.569,0.664,0.432,0.152,0.2,0.136,4.41,4.41,0.1,0,4.41,4.41,0,1,100,9.06,100,100,100,100,1,0,1,0,forest,3,wildfire,31.5,72.2
30,0.509,0.288,0.2,0.144,0.164,0.136,5.95,5.95,0.1,0,5.95,5.95,0,1,100,9.55,100,100,100,100,1,0,1,1,grassland,3,wildfire,31.66,78.41
10,0.355,0.712,0.536,0.424,0.172,0.096,3.16,3.16,0.1,0,3.16,3.16,0,1,100,10.01,100,5.59,100,100,3,0,1,0,forest,3,wildfire,8.65,77.84
60,0.866,0.104,0.08,0.056,0.352,0.34,7.14,7.14,0.1,0,7.14,7.14,0,1,100,20.32,100,100,100,100,6,0,1,4,other,1,agricultural_burn,27.62,69.47
60,0.84,0.216,0.128,0.072,0.324,0.292,5.98,5.98,0.1,0,5.98,5.98,0,1,100,19.8,100,100,100,100,6,0,1,4,other,1,agricultural_burn,27.63,69.47
20,0.528,0.472,0.36,0.28,0.22,0.152,9.46,9.46,0.1,0,9.46,9.46,0,1,100,43.16,100,100,100,100,6,0,1,2,shrubland,3,wildfire,27.76,68.7
30,0.581,0.584,0.384,0.192,0.22,0.156,2.68,4.2,0.3,0.77,2.42,4.2,3.56,3,100,2.63,100,100,100,100,6,1,3,1,grassland,0,industrial_fire,28.05,69.37
20,0.583,0.304,0.168,0.08,0.184,0.132,1.01,1.01,0.1,0,1.01,1.01,0,1,1.19,0.94,100,100,100,100,1,0,1,2,shrubland,0,industrial_fire,29.46,76.88
10,-1,-1,-1,-1,-1,-1,0.84,1,0.2,-0.32,0.84,1,-0.32,2,100,3.8,100,33.11,100,100,6,1,2,0,forest,0,industrial_fire,22.36,87.02
40,-1,-1,-1,-1,-1,-1,1.78,2.38,0.5,-1.6,2.22,2.36,0.28,5,100,0.67,100,100,100,100,1,2,5,3,crop,0,industrial_fire,22.37,87.3
50,-1,-1,-1,-1,-1,-1,4.74,10.47,0.5,-2.99,4.8,5.81,-2.02,5,100,0.01,100,100,100,100,1,2,5,4,other,0,industrial_fire,22.38,87.28
40,0.511,0.616,0.392,0.152,0.168,0.112,0.84,0.93,0.2,0.18,0.84,0.93,0.18,2,100,8.11,100,14.52,100,100,1,1,2,3,crop,1,agricultural_burn,23.55,86.54
40,0.569,0.704,0.344,0.128,0.192,0.14,0.68,0.68,0.1,0,0.68,0.68,0,1,100,2.03,100,23.25,100,100,6,0,1,3,crop,0,industrial_fire,28.67,77.58
10,0.348,0.776,0.704,0.592,0.224,0.12,0.56,0.56,0.1,0,0.56,0.56,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.44,81.32
30,0.274,0.832,0.768,0.656,0.204,0.1,0.8,0.8,0.1,0,0.8,0.8,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,7.48,81.09
60,0.502,-0.008,-0.032,-0.064,0.112,0.108,2.2,2.2,0.1,0,2.2,2.2,0,1,100,1.41,100,19.26,100,100,6,0,1,4,other,0,industrial_fire,8.77,78.2
10,0.482,0.72,0.552,0.296,0.2,0.124,1.74,1.74,0.1,0,1.74,1.74,0,1,100,4.86,100,8.3,100,100,6,0,1,0,forest,3,wildfire,9.3,77.4
40,0.36,0.736,0.64,0.488,0.196,0.112,9.74,9.74,0.1,0,9.74,9.74,0,1,100,8.33,100,25.27,100,100,1,0,1,3,crop,1,agricultural_burn,9.75,77.52
40,0.353,0.744,0.64,0.488,0.192,0.112,9.74,9.74,0.1,0,9.74,9.74,0,1,100,7.25,100,26.01,100,100,1,0,1,3,crop,1,agricultural_burn,9.76,77.52
10,0.466,0.72,0.592,0.408,0.228,0.136,0.74,0.74,0.1,0,0.74,0.74,0,1,100,11.07,100,7.74,100,100,3,0,1,0,forest,3,wildfire,10.08,77.31
10,0.475,0.712,0.56,0.392,0.228,0.14,0.51,0.51,0.1,0,0.51,0.51,0,1,100,6.85,100,46.71,100,100,1,0,1,0,forest,3,wildfire,10.33,79.23
40,0.679,0.64,0.384,0.232,0.288,0.212,0.65,0.93,0.3,0.42,0.52,0.58,-0.13,3,45.45,0.11,100,16.13,100,100,1,1,3,3,crop,0,industrial_fire,10.62,77.42
40,0.526,0.728,0.512,0.272,0.216,0.136,2.72,2.72,0.1,0,2.72,2.72,0,1,100,4.99,100,23.66,100,100,1,0,1,3,crop,1,agricultural_burn,10.94,78.47
40,0.562,0.696,0.44,0.248,0.228,0.152,2.72,2.72,0.1,0,2.72,2.72,0,1,100,4.25,100,23.33,100,100,1,0,1,3,crop,1,agricultural_burn,10.94,78.46
30,0.641,0.584,0.352,0.224,0.264,0.204,0.51,0.51,0.1,0,0.51,0.51,0,1,100,0.61,100,5.65,100,100,6,0,1,1,grassland,0,industrial_fire,11.18,79.09
50,0.552,0.68,0.496,0.312,0.244,0.164,0.54,0.54,0.1,0,0.54,0.54,0,1,100,6.35,100,29.65,100,100,6,0,1,4,other,,unknown,11.48,77.5
40,0.538,0.712,0.488,0.24,0.212,0.148,1.9,1.9,0.1,0,1.9,1.9,0,1,100,2.69,100,24.4,100,100,1,0,1,3,crop,0,industrial_fire,11.56,78.73
10,0.343,0.792,0.664,0.48,0.184,0.1,1.24,1.24,0.1,0,1.24,1.24,0,1,100,11.63,100,21.53,100,100,6,0,1,0,forest,3,wildfire,13.83,79.34
20,0.35,0.768,0.648,0.48,0.188,0.104,1.42,1.42,0.1,0,1.42,1.42,0,1,100,10.5,100,20.35,100,100,6,0,1,2,shrubland,3,wildfire,13.84,79.33
10,0.338,0.784,0.664,0.488,0.184,0.096,1.42,1.42,0.1,0,1.42,1.42,0,1,100,10.52,100,20.42,100,100,6,0,1,0,forest,3,wildfire,13.84,79.34
20,0.756,0.232,0.144,0.104,0.288,0.256,1.46,1.46,0.1,0,1.46,1.46,0,1,100,100,100,100,100,100,-1,0,1,2,shrubland,3,wildfire,33.23,71.51
10,0.542,0.792,0.512,0.232,0.212,0.132,0.92,0.92,0.1,0,0.92,0.92,0,1,100,11.19,100,100,100,100,1,0,1,0,forest,3,wildfire,35.22,72.93
40,0.607,0.704,0.496,0.328,0.28,0.176,8.45,8.5,0.2,0.1,8.45,8.5,0.1,2,100,100,100,100,100,100,-1,1,2,3,crop,1,agricultural_burn,7.81,81.37
40,0.41,-1,-1,-1,0.228,0.16,6.87,6.87,0.1,0,6.87,6.87,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.89,81.46
20,0.511,-1,-1,-1,0.284,0.2,6.06,6.06,0.1,0,6.06,6.06,0,1,100,5.7,100,30.87,100,100,1,0,1,2,shrubland,3,wildfire,14.5,79.7
50,0.523,0.488,0.304,0.096,0.156,0.116,4.67,14.28,0.4,12.82,1.44,2.3,-1.71,4,100,1.31,100,1.54,100,100,6,2,4,4,other,0,industrial_fire,23.56,87.24
80,0.55,0.664,0.344,0.16,0.192,0.128,6.73,6.73,0.1,0,6.73,6.73,0,1,100,5.24,100,0.63,100,100,3,0,1,4,other,2,mining_activity,23.65,85.44
60,0.595,0.248,0.104,0.024,0.172,0.144,6.13,7.03,0.2,1.8,6.13,7.03,1.8,2,100,3.93,100,0.87,100,100,3,1,2,4,other,0,industrial_fire,23.76,86.4
60,0.566,0.4,0.208,0.096,0.18,0.144,4.21,5.56,0.3,-1.16,4.6,5.56,1.93,3,100,5.13,100,1.28,100,100,3,1,3,4,other,2,mining_activity,23.8,86.33
50,0.504,0.584,0.44,0.296,0.212,0.148,6.97,6.97,0.1,0,6.97,6.97,0,1,100,0.92,100,100,100,100,1,0,1,4,other,0,industrial_fire,27.99,94.22
10,0.298,0.88,0.776,0.592,0.196,0.096,3.18,3.18,0.1,0,3.18,3.18,0,1,100,19.55,100,100,100,100,1,0,1,0,forest,3,wildfire,28.13,95.47
30,0.818,0.152,0.08,0.048,0.304,0.256,2.55,2.55,0.1,0,2.55,2.55,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,28.92,86.35
60,0.773,0.128,0.096,0.064,0.284,0.248,2.38,2.38,0.1,0,2.38,2.38,0,1,100,14.35,100,36.45,100,100,1,0,1,4,other,1,agricultural_burn,29.15,88.48
60,0.806,0.248,0.104,0.08,0.308,0.276,2.7,2.7,0.1,0,2.7,2.7,0,1,100,13.11,100,31.48,100,100,1,0,1,4,other,1,agricultural_burn,29.16,88.53
30,0.852,0.248,0.096,0.08,0.344,0.292,3.33,3.33,0.1,0,3.33,3.33,0,1,100,1.06,100,4.8,100,100,1,0,1,1,grassland,0,industrial_fire,29.29,88.86
60,0.718,0.056,0.024,-0.008,0.232,0.208,6.43,6.43,0.1,0,6.43,6.43,0,1,100,12.66,100,10.52,100,100,3,0,1,4,other,1,agricultural_burn,29.56,91
60,0.722,0.136,0.072,0.04,0.248,0.216,2.08,2.08,0.1,0,2.08,2.08,0,1,100,19.57,100,17.93,100,100,3,0,1,4,other,1,agricultural_burn,29.63,90.98
60,0.73,0.112,0.056,0.016,0.244,0.216,2.08,2.08,0.1,0,2.08,2.08,0,1,100,20.85,100,19.11,100,100,3,0,1,4,other,1,agricultural_burn,29.64,90.99
60,0.857,0.16,0.096,0.072,0.352,0.292,2.91,2.91,0.1,0,2.91,2.91,0,1,100,100,100,100,100,100,-1,0,1,4,other,1,agricultural_burn,29.64,87.67
10,0.326,0.824,0.736,0.592,0.212,0.108,3.95,3.95,0.1,0,3.95,3.95,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,6.46,81.09
10,0.35,0.816,0.72,0.576,0.22,0.112,3.95,3.95,0.1,0,3.95,3.95,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,6.46,81.1
30,0.43,0.776,0.68,0.504,0.24,0.128,10.26,10.26,0.1,0,10.26,10.26,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,6.71,81.54
10,0.466,0.752,0.64,0.432,0.236,0.128,3.45,3.45,0.1,0,3.45,3.45,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,6.77,81.57
40,0.475,0.776,0.608,0.392,0.228,0.132,2.36,2.36,0.1,0,2.36,2.36,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,6.81,81.53
40,0.374,0.776,0.664,0.488,0.204,0.108,7.81,7.81,0.1,0,7.81,7.81,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.11,81.69
10,0.49,0.752,0.616,0.344,0.22,0.12,9,9,0.1,0,9,9,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.27,81.65
10,0.473,0.752,0.632,0.408,0.232,0.132,5.03,5.03,0.1,0,5.03,5.03,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.28,81.15
10,0.446,0.776,0.632,0.464,0.236,0.136,4.17,4.17,0.1,0,4.17,4.17,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.31,81.11
10,0.41,0.776,0.672,0.512,0.232,0.128,7.71,7.71,0.1,0,7.71,7.71,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.33,81.21
30,0.487,0.76,0.616,0.432,0.248,0.144,8.43,8.43,0.1,0,8.43,8.43,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,7.35,81.2
10,0.446,0.776,0.64,0.488,0.244,0.136,6.25,6.25,0.1,0,6.25,6.25,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.35,81.21
40,0.564,0.768,0.328,0.184,0.208,0.136,3.79,3.79,0.1,0,3.79,3.79,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.4,81.78
10,0.312,0.824,0.744,0.616,0.212,0.108,2.27,2.27,0.1,0,2.27,2.27,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.41,81.29
30,0.382,0.736,0.68,0.56,0.232,0.12,111.8,111.8,0.1,0,111.8,111.8,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,7.61,81.16
10,0.367,0.768,0.696,0.584,0.232,0.124,50.36,50.36,0.1,0,50.36,50.36,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.62,81.17
30,0.708,0.672,0.472,0.32,0.34,0.216,8.01,8.01,0.1,0,8.01,8.01,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,7.81,81.45
20,0.542,0.648,0.424,0.256,0.22,0.132,1.91,1.91,0.1,0,1.91,1.91,0,1,100,1.5,100,0.98,100,100,3,0,1,2,shrubland,0,industrial_fire,8.88,77.79
30,0.629,0.592,0.304,0.184,0.244,0.18,8.66,8.66,0.1,0,8.66,8.66,0,1,100,0.64,100,5,100,100,1,0,1,1,grassland,0,industrial_fire,8.93,77.97
20,0.624,0.704,0.304,0.168,0.236,0.188,4.69,4.69,0.1,0,4.69,4.69,0,1,100,0.69,100,16.43,100,100,1,0,1,2,shrubland,0,industrial_fire,9.11,77.77
40,0.631,0.6,0.344,0.192,0.248,0.176,3.8,3.8,0.1,0,3.8,3.8,0,1,100,4.36,100,3.43,100,100,6,0,1,3,crop,2,mining_activity,9.44,77.67
40,0.61,0.6,0.344,0.192,0.236,0.168,3.88,3.88,0.1,0,3.88,3.88,0,1,100,4.81,100,3.56,100,100,6,0,1,3,crop,2,mining_activity,9.45,77.67
10,0.377,0.784,0.688,0.52,0.216,0.116,9.26,9.26,0.1,0,9.26,9.26,0,1,100,6.59,100,9.36,100,100,1,0,1,0,forest,3,wildfire,10,77.29
40,0.511,0.144,0.072,0.032,0.128,0.112,10.73,11.92,0.2,-2.38,10.73,11.92,-2.38,2,2.97,1.13,100,100,100,100,6,1,2,3,crop,0,industrial_fire,21.1,72.65
40,0.679,0.616,0.36,0.136,0.256,0.18,1.92,1.92,0.1,0,1.92,1.92,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,25.29,68.32
40,0.871,0.368,0.12,0.048,0.38,0.336,4.08,4.08,0.1,0,4.08,4.08,0,1,100,21.47,100,22.15,100,100,6,0,1,3,crop,1,agricultural_burn,27.4,71.04
40,0.658,0.632,0.256,0.064,0.22,0.16,6.16,6.16,0.1,0,6.16,6.16,0,1,100,37.71,100,100,100,100,6,0,1,3,crop,1,agricultural_burn,27.91,68.74
60,0.876,0.112,0.08,0.04,0.448,0.42,10.18,10.18,0.1,0,10.18,10.18,0,1,100,100,100,100,100,100,-1,0,1,4,other,1,agricultural_burn,28.61,68.64
20,0.823,0.16,0.144,0.128,0.424,0.344,4.6,4.6,0.1,0,4.6,4.6,0,1,100,5.91,100,100,100,100,1,0,1,2,shrubland,3,wildfire,29.89,69.47
40,0.353,-1,-1,-1,0.196,0.132,12.23,12.23,0.1,0,12.23,12.23,0,1,100,8.12,100,100,100,100,1,0,1,3,crop,1,agricultural_burn,30.49,73.83
40,0.552,0.768,0.448,0.144,0.188,0.124,3.13,3.13,0.1,0,3.13,3.13,0,1,100,1.98,100,29.67,100,100,6,0,1,3,crop,0,industrial_fire,31.58,74.82
50,0.521,0.096,0.048,0.016,0.128,0.112,3.73,7.11,0.5,4.22,3.86,4.09,0.47,5,100,0.44,100,2.79,100,100,1,2,5,4,other,0,industrial_fire,15.18,76.66
30,0.317,0.8,0.736,0.608,0.212,0.108,2,2,0.1,0,2,2,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,6.88,81.14
30,0.442,0.544,0.304,0.112,0.116,0.064,1.37,1.37,0.1,0,1.37,1.37,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,6.9,81.84
10,0.317,0.792,0.744,0.608,0.212,0.108,1.16,1.16,0.1,0,1.16,1.16,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,6.94,81.57
30,0.48,0.6,0.504,0.36,0.22,0.16,1.45,1.45,0.1,0,1.45,1.45,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,6.96,79.95
30,0.382,0.76,0.68,0.56,0.232,0.128,3.78,3.78,0.1,0,3.78,3.78,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,7.12,81.15
30,0.262,0.84,0.776,0.616,0.184,0.084,1.29,1.29,0.1,0,1.29,1.29,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,7.13,81.16
30,0.341,0.784,0.712,0.568,0.212,0.112,2.47,2.47,0.1,0,2.47,2.47,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,7.14,81.14
10,0.386,0.768,0.672,0.528,0.224,0.12,2.42,2.42,0.1,0,2.42,2.42,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.29,81.17
10,0.55,0.68,0.48,0.376,0.264,0.18,1.51,1.51,0.1,0,1.51,1.51,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,8.87,81.03
10,0.266,0.832,0.76,0.608,0.184,0.092,0.64,0.64,0.1,0,0.64,0.64,0,1,100,7.88,100,12.65,100,100,6,0,1,0,forest,3,wildfire,10.11,77.46
40,0.614,0.456,0.192,0.088,0.204,0.16,1.53,1.53,0.1,0,1.53,1.53,0,1,100,3.44,100,40.64,100,100,1,0,1,3,crop,0,industrial_fire,28.74,76.93
50,0.612,0.64,0.336,0.08,0.2,0.132,4.62,7.34,0.2,5.45,4.62,7.34,5.45,2,2.04,2.03,100,100,100,100,6,1,2,4,other,0,industrial_fire,29.48,76.86
60,0.569,-1,-1,-1,0.316,0.256,1.28,2.1,0.2,1.65,1.28,2.1,1.65,2,100,100,100,100,100,100,-1,1,2,4,other,1,agricultural_burn,31.77,70.11
60,0.866,0.096,0.072,0.056,0.34,0.308,2.21,2.78,0.4,0.76,2.32,2.64,0.64,4,100,100,100,100,100,100,-1,2,4,4,other,1,agricultural_burn,32.29,70.74
20,0.713,0.248,0.136,0.104,0.264,0.232,1.22,1.79,0.7,-0.32,0.96,1.21,-0.51,7,100,100,100,100,100,100,-1,2,7,2,shrubland,3,wildfire,33.3,71.19
50,0.461,-1,-1,-1,0.256,0.232,1.47,1.47,0.2,0.01,1.47,1.47,0.01,2,100,100,100,100,100,100,-1,1,2,4,other,,unknown,35.97,68.69
10,0.586,0.392,0.264,0.184,0.22,0.176,0.91,0.91,0.1,0,0.91,0.91,0,1,1.2,0.44,100,35.03,100,100,1,0,1,0,forest,0,industrial_fire,22.39,73.12
30,0.662,0.616,0.328,0.128,0.244,0.18,0.67,0.76,0.2,0.19,0.67,0.76,0.19,2,100,39.76,100,100,100,100,1,1,2,1,grassland,3,wildfire,26.1,68.88
50,0.847,0.336,0.136,0.088,0.388,0.34,1.05,1.11,0.2,-0.12,1.05,1.11,-0.12,2,100,4.23,100,1.27,100,100,3,1,2,4,other,2,mining_activity,26.88,73.51
40,0.828,0.36,0.176,0.12,0.36,0.312,0.92,0.92,0.1,0,0.92,0.92,0,1,100,0.11,100,19.38,100,100,1,0,1,3,crop,0,industrial_fire,27.08,73.82
60,0.662,0.552,0.312,0.104,0.236,0.18,1.8,1.8,0.1,0,1.8,1.8,0,1,100,0.67,100,100,100,100,1,0,1,4,other,0,industrial_fire,28.35,70.13
50,0.468,0.752,0.616,0.368,0.216,0.116,3.59,3.59,0.1,0,3.59,3.59,0,1,100,2.14,100,14.89,100,100,6,0,1,4,other,0,industrial_fire,17.54,73.16
40,0.458,0.6,0.408,0.24,0.168,0.112,0.53,0.53,0.1,0,0.53,0.53,0,1,100,4.6,100,7.03,100,100,1,0,1,3,crop,1,agricultural_burn,18.49,74.6
40,0.42,0.672,0.528,0.304,0.168,0.1,0.82,0.82,0.1,0,0.82,0.82,0,1,100,4.86,100,17.64,100,100,6,0,1,3,crop,1,agricultural_burn,18.55,74.25
30,0.718,0.312,0.16,0.12,0.272,0.22,3.12,3.12,0.1,0,3.12,3.12,0,1,100,3.29,100,5.46,100,100,1,0,1,1,grassland,0,industrial_fire,29.24,91.86
30,0.713,0.2,0.112,0.08,0.256,0.212,6.07,6.07,0.1,0,6.07,6.07,0,1,100,21.3,100,18.89,100,100,3,0,1,1,grassland,3,wildfire,29.62,91.06
40,0.442,0.76,0.648,0.472,0.236,0.132,7.7,7.7,0.1,0,7.7,7.7,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7,81.6
10,0.55,0.736,0.336,0.184,0.2,0.124,14.11,14.11,0.1,0,14.11,14.11,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.44,81.7
40,0.492,0.768,0.488,0.28,0.2,0.104,5.5,5.5,0.1,0,5.5,5.5,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.5,81.03
10,0.329,0.784,0.712,0.6,0.216,0.112,5.76,5.76,0.1,0,5.76,5.76,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.52,80.9
10,0.329,0.784,0.712,0.6,0.216,0.112,5.21,5.21,0.1,0,5.21,5.21,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.53,80.9
10,0.396,0.768,0.664,0.488,0.216,0.116,3.04,3.04,0.1,0,3.04,3.04,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.57,80.9
40,0.497,0.808,0.512,0.224,0.184,0.104,3.78,4.45,0.2,-1.35,3.78,4.45,-1.35,2,100,100,100,100,100,100,-1,1,2,3,crop,1,agricultural_burn,7.61,80.96
30,0.346,0.816,0.72,0.536,0.204,0.104,3.48,3.48,0.1,0,3.48,3.48,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,7.72,80.84
40,0.317,0.832,0.736,0.56,0.196,0.096,6.05,6.05,0.1,0,6.05,6.05,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.72,80.85
10,0.355,0.768,0.68,0.472,0.188,0.096,3.33,3.33,0.1,0,3.33,3.33,0,1,100,33.02,100,37.49,100,100,6,0,1,0,forest,3,wildfire,7.74,80.14
30,0.614,0.736,0.328,0.184,0.236,0.152,19.14,19.14,0.1,0,19.14,19.14,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,7.75,81.52
10,0.293,0.824,0.736,0.6,0.196,0.096,3.24,3.24,0.1,0,3.24,3.24,0,1,100,25.99,100,31.39,100,100,6,0,1,0,forest,3,wildfire,7.86,80.05
10,0.312,0.816,0.736,0.592,0.204,0.096,1.9,1.9,0.1,0,1.9,1.9,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.86,81.09
40,0.468,0.8,0.52,0.296,0.192,0.108,19.85,19.85,0.1,0,19.85,19.85,0,1,100,43.69,100,40.91,100,100,6,0,1,3,crop,1,agricultural_burn,7.88,80.62
40,0.566,0.752,0.432,0.216,0.22,0.136,5.88,8.32,0.2,4.88,5.88,8.32,4.88,2,100,100,100,100,100,100,-1,1,2,3,crop,1,agricultural_burn,7.93,81.39
40,0.506,0.744,0.52,0.256,0.2,0.12,19.41,19.41,0.1,0,19.41,19.41,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.94,81.3
40,0.514,0.744,0.472,0.232,0.196,0.116,23.69,23.69,0.1,0,23.69,23.69,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.94,81.31
40,0.432,0.824,0.576,0.344,0.188,0.1,12.47,12.47,0.1,0,12.47,12.47,0,1,100,38.17,100,34.14,100,100,6,0,1,3,crop,1,agricultural_burn,7.96,80.59
10,0.425,0.792,0.68,0.44,0.216,0.116,13.74,13.74,0.1,0,13.74,13.74,0,1,100,12.6,100,15.18,100,100,6,0,1,0,forest,3,wildfire,7.98,80.14
40,0.444,0.792,0.616,0.384,0.208,0.112,3.64,3.64,0.1,0,3.64,3.64,0,1,100,4.21,100,8.79,100,100,6,0,1,3,crop,1,agricultural_burn,7.98,80.24
40,0.425,0.808,0.632,0.392,0.2,0.112,4.87,4.87,0.1,0,4.87,4.87,0,1,100,13.55,100,10.63,100,100,6,0,1,3,crop,1,agricultural_burn,8,80.37
10,0.437,0.792,0.664,0.408,0.212,0.112,18.92,18.92,0.1,0,18.92,18.92,0,1,100,3.63,100,7.41,100,100,6,0,1,0,forest,0,industrial_fire,8,80.22
10,0.365,0.792,0.648,0.456,0.188,0.1,6.31,6.31,0.1,0,6.31,6.31,0,1,100,31.09,100,26.49,100,100,6,0,1,0,forest,3,wildfire,8,80.53
10,0.358,0.792,0.648,0.456,0.184,0.1,3.71,3.71,0.1,0,3.71,3.71,0,1,100,31.04,100,26.21,100,100,6,0,1,0,forest,3,wildfire,8.01,80.53
40,0.458,0.776,0.632,0.432,0.232,0.128,3.64,3.64,0.1,0,3.64,3.64,0,1,100,7.62,100,34.89,100,100,1,0,1,3,crop,1,agricultural_burn,8.01,79.94
40,0.475,0.8,0.504,0.272,0.188,0.108,9.51,9.51,0.1,0,9.51,9.51,0,1,100,39.7,100,34.53,100,100,6,0,1,3,crop,1,agricultural_burn,8.01,80.61
10,0.398,0.792,0.656,0.448,0.204,0.108,7.85,7.85,0.1,0,7.85,7.85,0,1,100,17.88,100,12.87,100,100,6,0,1,0,forest,3,wildfire,8.03,80.41
40,0.451,0.776,0.544,0.336,0.196,0.116,3.31,3.31,0.1,0,3.31,3.31,0,1,100,13.66,100,8.34,100,100,6,0,1,3,crop,1,agricultural_burn,8.04,80.37
10,0.319,0.824,0.744,0.568,0.2,0.096,6.46,6.46,0.1,0,6.46,6.46,0,1,100,15.89,100,26.78,100,100,1,0,1,0,forest,3,wildfire,8.05,80.01
40,0.434,0.8,0.552,0.304,0.176,0.092,3.56,3.65,0.2,-0.19,3.56,3.65,-0.19,2,100,40.49,100,38.72,100,100,6,1,2,3,crop,1,agricultural_burn,8.06,80.66
